CPU	 1	 0.03335
CPU	 3	 0.01665
CPU	 5	 0.033325
CPU	 7	 0.03335
CPU	 9	 0.033325
CPU	 11	 0.033325
CPU	 13	 0.033325
CPU	 15	 0.03335
CPU	 17	 0.05
CPU	 19	 0.05
CPU	 21	 0.03335
CPU	 23	 0.03335
CPU	 25	 0.03335
CPU	 27	 0.03335
CPU	 29	 0.03335
CPU	 31	 0.03335
CPU	 33	 0.05
CPU	 35	 0.033325
CPU	 37	 0.05
CPU	 39	 0.05
CPU	 41	 0.03335
CPU	 43	 0.016675
CPU	 45	 0.033325
CPU	 47	 0.033325
CPU	 49	 0.05
CPU	 51	 0.05
CPU	 53	 0.05
CPU	 55	 0.03335
CPU	 57	 0.033325
CPU	 59	 0.05
CPU	 61	 0.033325
CPU	 63	 0.033325
CPU	 65	 0.05
CPU	 67	 0.05
CPU	 69	 0.033325
CPU	 71	 0.05
CPU	 73	 0.05
CPU	 75	 0.05
CPU	 77	 0.05
CPU	 79	 0.03335
CPU	 81	 0.05
CPU	 83	 0.03335
CPU	 85	 0.033325
CPU	 87	 0.033325
CPU	 89	 0.05
CPU	 91	 0.033325
CPU	 93	 0.033325
CPU	 95	 0.05
CPU	 97	 0.05
CPU	 99	 0.033325
IO	 0	 905.133
IO	 2	 905.133
IO	 4	 905.133
IO	 6	 905.133
IO	 8	 905.133
IO	 10	 905.133
IO	 12	 905.117
IO	 14	 905.117
IO	 16	 905.117
IO	 18	 905.083
IO	 20	 905.067
IO	 22	 905.05
IO	 24	 905.017
IO	 26	 905
IO	 28	 904.967
IO	 30	 904.95
IO	 32	 904.917
IO	 34	 904.883
IO	 36	 904.833
IO	 38	 904.817
IO	 40	 904.767
IO	 42	 904.717
IO	 44	 904.7
IO	 46	 904.65
IO	 48	 904.6
IO	 50	 904.567
IO	 52	 904.5
IO	 54	 904.45
IO	 56	 904.4
IO	 58	 904.35
IO	 60	 904.283
IO	 62	 904.233
IO	 64	 904.167
IO	 66	 904.1
IO	 68	 904.033
IO	 70	 903.967
IO	 72	 903.933
IO	 74	 903.883
IO	 76	 903.817
IO	 78	 903.767
IO	 80	 903.683
IO	 82	 903.6
IO	 84	 903.55
IO	 86	 903.467
IO	 88	 903.383
IO	 90	 903.317
IO	 92	 903.25
IO	 94	 903.183
IO	 96	 903.1
IO	 98	 903.017
