CPU	 1	 0.033325
CPU	 3	 0.033325
CPU	 5	 0.03335
CPU	 7	 0.033325
CPU	 9	 0.01665
CPU	 11	 0.033325
CPU	 13	 0.03335
CPU	 15	 0.033325
CPU	 17	 0.033325
CPU	 19	 0.05
CPU	 21	 0.05
CPU	 23	 0.05
CPU	 25	 0.033325
CPU	 27	 0.01665
CPU	 29	 0.033325
CPU	 31	 0.033325
CPU	 33	 0.05
CPU	 35	 0.033325
CPU	 37	 0.03335
CPU	 39	 0.03335
CPU	 41	 0.033325
CPU	 43	 0.033325
CPU	 45	 0.033325
CPU	 47	 0.03335
CPU	 49	 0.033325
CPU	 51	 0.033325
CPU	 53	 0.03335
CPU	 55	 0.033325
CPU	 57	 0.033325
CPU	 59	 0.05
CPU	 61	 0.033325
CPU	 63	 0.05
CPU	 65	 0.05
CPU	 67	 0.03335
CPU	 69	 0.05
CPU	 71	 0.033325
CPU	 73	 0.03335
CPU	 75	 0.033325
CPU	 77	 0.033325
CPU	 79	 0.05
CPU	 81	 0.05
CPU	 83	 0.05
CPU	 85	 0.033325
CPU	 87	 0.05
CPU	 89	 0.033325
CPU	 91	 0.05
CPU	 93	 0.033325
CPU	 95	 0.05
CPU	 97	 0.033325
CPU	 99	 0.05
IO	 0	 879.75
IO	 2	 879.75
IO	 4	 879.75
IO	 6	 879.75
IO	 8	 879.733
IO	 10	 879.733
IO	 12	 879.733
IO	 14	 879.733
IO	 16	 879.7
IO	 18	 879.7
IO	 20	 879.683
IO	 22	 879.65
IO	 24	 879.633
IO	 26	 879.6
IO	 28	 879.583
IO	 30	 879.55
IO	 32	 879.533
IO	 34	 879.5
IO	 36	 879.467
IO	 38	 879.433
IO	 40	 879.383
IO	 42	 879.35
IO	 44	 879.317
IO	 46	 879.267
IO	 48	 879.217
IO	 50	 879.167
IO	 52	 879.117
IO	 54	 879.067
IO	 56	 879.017
IO	 58	 878.967
IO	 60	 878.9
IO	 62	 878.833
IO	 64	 878.783
IO	 66	 878.733
IO	 68	 878.667
IO	 70	 878.6
IO	 72	 878.55
IO	 74	 878.483
IO	 76	 878.433
IO	 78	 878.367
IO	 80	 878.317
IO	 82	 878.233
IO	 84	 878.167
IO	 86	 878.1
IO	 88	 878.033
IO	 90	 877.95
IO	 92	 877.867
IO	 94	 877.817
IO	 96	 877.733
IO	 98	 877.667
